Block, 1, trialnr, 1, trialtype, 1, cuetype, Mask_A5, RZ, 722, ReactionType, hit
Block, 1, trialnr, 2, trialtype, 1, cuetype, Mask_A1, RZ, 491, ReactionType, hit
Block, 1, trialnr, 3, trialtype, 3, cuetype, Mask_A2, RZ, 727, ReactionType, hit
Block, 1, trialnr, 4, trialtype, 1, cuetype, Mask_A4, RZ, 407, ReactionType, incorrect
Block, 1, trialnr, 5, trialtype, 1, cuetype, Mask_A1, RZ, 397, ReactionType, hit
Block, 1, trialnr, 6, trialtype, 2, cuetype, Mask_B3_1, RZ, 343, ReactionType, hit
Block, 1, trialnr, 7, trialtype, 1, cuetype, Mask_A1, RZ, 446, ReactionType, hit
Block, 1, trialnr, 8, trialtype, 1, cuetype, Mask_A1, RZ, 478, ReactionType, hit
Block, 1, trialnr, 9, trialtype, 4, cuetype, Mask_B3_1, RZ, 383, ReactionType, hit
Block, 1, trialnr, 10, trialtype, 1, cuetype, Mask_A1, RZ, 449, ReactionType, hit
Block, 1, trialnr, 11, trialtype, 2, cuetype, Mask_B4, RZ, 465, ReactionType, hit
Block, 1, trialnr, 12, trialtype, 1, cuetype, Mask_A1, RZ, 424, ReactionType, hit
Block, 1, trialnr, 13, trialtype, 1, cuetype, Mask_A1, RZ, 0, ReactionType, miss
Block, 1, trialnr, 14, trialtype, 3, cuetype, Mask_A1, RZ, 515, ReactionType, hit
Block, 1, trialnr, 15, trialtype, 1, cuetype, Mask_A2, RZ, 402, ReactionType, hit
Block, 1, trialnr, 16, trialtype, 1, cuetype, Mask_A1, RZ, 410, ReactionType, hit
Block, 1, trialnr, 17, trialtype, 4, cuetype, Mask_B1, RZ, 385, ReactionType, hit
Block, 1, trialnr, 18, trialtype, 1, cuetype, Mask_A4, RZ, 0, ReactionType, miss
Block, 1, trialnr, 19, trialtype, 1, cuetype, Mask_A1, RZ, 392, ReactionType, hit
Block, 1, trialnr, 20, trialtype, 1, cuetype, Mask_A3, RZ, 395, ReactionType, incorrect
Block, 1, trialnr, 21, trialtype, 3, cuetype, Mask_A1, RZ, 674, ReactionType, incorrect
Block, 1, trialnr, 22, trialtype, 2, cuetype, Mask_B2, RZ, 603, ReactionType, hit
Block, 1, trialnr, 23, trialtype, 1, cuetype, Mask_A2, RZ, 0, ReactionType, miss
Block, 1, trialnr, 24, trialtype, 1, cuetype, Mask_A1, RZ, 516, ReactionType, hit
Block, 1, trialnr, 25, trialtype, 1, cuetype, Mask_A3, RZ, 444, ReactionType, incorrect
Block, 1, trialnr, 26, trialtype, 4, cuetype, Mask_B1, RZ, 631, ReactionType, hit
Block, 1, trialnr, 27, trialtype, 1, cuetype, Mask_A1, RZ, 563, ReactionType, hit
Block, 1, trialnr, 28, trialtype, 1, cuetype, Mask_A1, RZ, 726, ReactionType, hit
Block, 1, trialnr, 29, trialtype, 2, cuetype, Mask_B3, RZ, 480, ReactionType, hit
Block, 1, trialnr, 30, trialtype, 1, cuetype, Mask_A4, RZ, 408, ReactionType, incorrect
Block, 1, trialnr, 31, trialtype, 1, cuetype, Mask_A5, RZ, 461, ReactionType, hit
Block, 1, trialnr, 32, trialtype, 3, cuetype, Mask_A3, RZ, 633, ReactionType, hit
Block, 1, trialnr, 33, trialtype, 1, cuetype, Mask_A1, RZ, 540, ReactionType, hit
Block, 1, trialnr, 34, trialtype, 1, cuetype, Mask_A1, RZ, 590, ReactionType, hit
Block, 1, trialnr, 35, trialtype, 1, cuetype, Mask_A3, RZ, 712, ReactionType, hit
Block, 1, trialnr, 36, trialtype, 4, cuetype, Mask_B3_1, RZ, 387, ReactionType, hit
Block, 1, trialnr, 37, trialtype, 1, cuetype, Mask_A1, RZ, 671, ReactionType, hit
Block, 1, trialnr, 38, trialtype, 1, cuetype, Mask_A1, RZ, 473, ReactionType, hit
Block, 1, trialnr, 39, trialtype, 3, cuetype, Mask_A1, RZ, 756, ReactionType, hit
Block, 1, trialnr, 40, trialtype, 1, cuetype, Mask_A1, RZ, 534, ReactionType, hit
Block, 1, trialnr, 41, trialtype, 1, cuetype, Mask_A1, RZ, 473, ReactionType, hit
Block, 1, trialnr, 42, trialtype, 2, cuetype, Mask_B1_1, RZ, 354, ReactionType, hit
Block, 1, trialnr, 43, trialtype, 1, cuetype, Mask_A1, RZ, 409, ReactionType, hit
Block, 1, trialnr, 44, trialtype, 1, cuetype, Mask_A1, RZ, 486, ReactionType, hit
Block, 1, trialnr, 45, trialtype, 4, cuetype, Mask_B4_1, RZ, 709, ReactionType, hit
Block, 1, trialnr, 46, trialtype, 1, cuetype, Mask_A1, RZ, 764, ReactionType, hit
Block, 1, trialnr, 47, trialtype, 1, cuetype, Mask_A1, RZ, 624, ReactionType, hit
Block, 1, trialnr, 48, trialtype, 1, cuetype, Mask_A5, RZ, 770, ReactionType, incorrect
Block, 1, trialnr, 49, trialtype, 3, cuetype, Mask_A4, RZ, 765, ReactionType, hit
Block, 1, trialnr, 50, trialtype, 1, cuetype, Mask_A1, RZ, 653, ReactionType, hit
