Block, 1, trialnr, 1, trialtype, 1, cuetype, Mask_A1, RZ, 517, ReactionType, hit
Block, 1, trialnr, 2, trialtype, 1, cuetype, Mask_A1, RZ, 345, ReactionType, hit
Block, 1, trialnr, 3, trialtype, 3, cuetype, Mask_A4, RZ, 357, ReactionType, hit
Block, 1, trialnr, 4, trialtype, 1, cuetype, Mask_A2, RZ, 390, ReactionType, hit
Block, 1, trialnr, 5, trialtype, 1, cuetype, Mask_A1, RZ, 373, ReactionType, hit
Block, 1, trialnr, 6, trialtype, 2, cuetype, Mask_B2_1, RZ, 347, ReactionType, hit
Block, 1, trialnr, 7, trialtype, 1, cuetype, Mask_A1, RZ, 378, ReactionType, hit
Block, 1, trialnr, 8, trialtype, 1, cuetype, Mask_A1, RZ, 285, ReactionType, hit
Block, 1, trialnr, 9, trialtype, 4, cuetype, Mask_B4_1, RZ, 329, ReactionType, hit
Block, 1, trialnr, 10, trialtype, 1, cuetype, Mask_A5, RZ, 315, ReactionType, hit
Block, 1, trialnr, 11, trialtype, 2, cuetype, Mask_B2_1, RZ, 342, ReactionType, hit
Block, 1, trialnr, 12, trialtype, 1, cuetype, Mask_A4, RZ, 489, ReactionType, hit
Block, 1, trialnr, 13, trialtype, 1, cuetype, Mask_A1, RZ, 299, ReactionType, hit
Block, 1, trialnr, 14, trialtype, 3, cuetype, Mask_A2, RZ, 393, ReactionType, hit
Block, 1, trialnr, 15, trialtype, 1, cuetype, Mask_A3, RZ, 266, ReactionType, hit
Block, 1, trialnr, 16, trialtype, 1, cuetype, Mask_A3, RZ, 496, ReactionType, hit
Block, 1, trialnr, 17, trialtype, 4, cuetype, Mask_B4, RZ, 282, ReactionType, hit
Block, 1, trialnr, 18, trialtype, 1, cuetype, Mask_A1, RZ, 416, ReactionType, hit
Block, 1, trialnr, 19, trialtype, 1, cuetype, Mask_A1, RZ, 346, ReactionType, hit
Block, 1, trialnr, 20, trialtype, 1, cuetype, Mask_A1, RZ, 276, ReactionType, hit
Block, 1, trialnr, 21, trialtype, 3, cuetype, Mask_A1, RZ, 383, ReactionType, incorrect
Block, 1, trialnr, 22, trialtype, 2, cuetype, Mask_B1_1, RZ, 329, ReactionType, hit
Block, 1, trialnr, 23, trialtype, 1, cuetype, Mask_A1, RZ, 0, ReactionType, miss
Block, 1, trialnr, 24, trialtype, 1, cuetype, Mask_A4, RZ, 313, ReactionType, hit
Block, 1, trialnr, 25, trialtype, 1, cuetype, Mask_A1, RZ, 418, ReactionType, hit
Block, 1, trialnr, 26, trialtype, 4, cuetype, Mask_B3, RZ, 263, ReactionType, hit
Block, 1, trialnr, 27, trialtype, 1, cuetype, Mask_A3, RZ, 365, ReactionType, hit
Block, 1, trialnr, 28, trialtype, 1, cuetype, Mask_A5, RZ, 296, ReactionType, hit
Block, 1, trialnr, 29, trialtype, 2, cuetype, Mask_B2_1, RZ, 388, ReactionType, hit
Block, 1, trialnr, 30, trialtype, 1, cuetype, Mask_A2, RZ, 322, ReactionType, hit
Block, 1, trialnr, 31, trialtype, 1, cuetype, Mask_A1, RZ, 602, ReactionType, incorrect
Block, 1, trialnr, 32, trialtype, 3, cuetype, Mask_A3, RZ, 693, ReactionType, hit
Block, 1, trialnr, 33, trialtype, 1, cuetype, Mask_A5, RZ, 340, ReactionType, hit
Block, 1, trialnr, 34, trialtype, 1, cuetype, Mask_A1, RZ, 411, ReactionType, hit
Block, 1, trialnr, 35, trialtype, 1, cuetype, Mask_A1, RZ, 475, ReactionType, hit
Block, 1, trialnr, 36, trialtype, 4, cuetype, Mask_B4_1, RZ, 375, ReactionType, hit
Block, 1, trialnr, 37, trialtype, 1, cuetype, Mask_A1, RZ, 333, ReactionType, hit
Block, 1, trialnr, 38, trialtype, 1, cuetype, Mask_A1, RZ, 354, ReactionType, hit
Block, 1, trialnr, 39, trialtype, 3, cuetype, Mask_A5, RZ, 555, ReactionType, hit
Block, 1, trialnr, 40, trialtype, 1, cuetype, Mask_A1, RZ, 311, ReactionType, hit
