Block, 1, trialnr, 1, trialtype, 1, cuetype, Mask_A1, RZ, 322, ReactionType, hit
Block, 1, trialnr, 2, trialtype, 1, cuetype, Mask_A4, RZ, 311, ReactionType, hit
Block, 1, trialnr, 3, trialtype, 3, cuetype, Mask_A1, RZ, 431, ReactionType, hit
Block, 1, trialnr, 4, trialtype, 1, cuetype, Mask_A1, RZ, 494, ReactionType, hit
Block, 1, trialnr, 5, trialtype, 1, cuetype, Mask_A1, RZ, 360, ReactionType, incorrect
Block, 1, trialnr, 6, trialtype, 2, cuetype, Mask_B2, RZ, 261, ReactionType, hit
Block, 1, trialnr, 7, trialtype, 1, cuetype, Mask_A1, RZ, 361, ReactionType, hit
Block, 1, trialnr, 8, trialtype, 1, cuetype, Mask_A4, RZ, 430, ReactionType, hit
Block, 1, trialnr, 9, trialtype, 4, cuetype, Mask_B4_1, RZ, 252, ReactionType, hit
Block, 1, trialnr, 10, trialtype, 1, cuetype, Mask_A3, RZ, 249, ReactionType, hit
Block, 1, trialnr, 11, trialtype, 2, cuetype, Mask_B4, RZ, 243, ReactionType, hit
Block, 1, trialnr, 12, trialtype, 1, cuetype, Mask_A3, RZ, 277, ReactionType, hit
Block, 1, trialnr, 13, trialtype, 1, cuetype, Mask_A1, RZ, 365, ReactionType, hit
Block, 1, trialnr, 14, trialtype, 3, cuetype, Mask_A1, RZ, 550, ReactionType, hit
Block, 1, trialnr, 15, trialtype, 1, cuetype, Mask_A4, RZ, 345, ReactionType, hit
Block, 1, trialnr, 16, trialtype, 1, cuetype, Mask_A1, RZ, 337, ReactionType, hit
Block, 1, trialnr, 17, trialtype, 4, cuetype, Mask_B2_1, RZ, 262, ReactionType, hit
Block, 1, trialnr, 18, trialtype, 1, cuetype, Mask_A1, RZ, 372, ReactionType, hit
Block, 1, trialnr, 19, trialtype, 1, cuetype, Mask_A1, RZ, 272, ReactionType, hit
Block, 1, trialnr, 20, trialtype, 1, cuetype, Mask_A4, RZ, 384, ReactionType, hit
Block, 1, trialnr, 21, trialtype, 3, cuetype, Mask_A1, RZ, 501, ReactionType, hit
Block, 1, trialnr, 22, trialtype, 2, cuetype, Mask_B3, RZ, 239, ReactionType, hit
Block, 1, trialnr, 23, trialtype, 1, cuetype, Mask_A1, RZ, 280, ReactionType, hit
Block, 1, trialnr, 24, trialtype, 1, cuetype, Mask_A3, RZ, 319, ReactionType, hit
Block, 1, trialnr, 25, trialtype, 1, cuetype, Mask_A1, RZ, 341, ReactionType, hit
Block, 1, trialnr, 26, trialtype, 4, cuetype, Mask_B3_1, RZ, 367, ReactionType, hit
Block, 1, trialnr, 27, trialtype, 1, cuetype, Mask_A1, RZ, 305, ReactionType, hit
