Block, 1, trialnr, 1, trialtype, 1, cuetype, Mask_A1, RZ, 357, ReactionType, hit
Block, 1, trialnr, 2, trialtype, 1, cuetype, Mask_A5, RZ, 269, ReactionType, incorrect
Block, 1, trialnr, 3, trialtype, 3, cuetype, Mask_A1, RZ, 488, ReactionType, incorrect
Block, 1, trialnr, 4, trialtype, 1, cuetype, Mask_A1, RZ, 393, ReactionType, incorrect
Block, 1, trialnr, 5, trialtype, 1, cuetype, Mask_A1, RZ, 335, ReactionType, hit
Block, 1, trialnr, 6, trialtype, 2, cuetype, Mask_B2_1, RZ, 265, ReactionType, hit
Block, 1, trialnr, 7, trialtype, 1, cuetype, Mask_A1, RZ, 321, ReactionType, hit
Block, 1, trialnr, 8, trialtype, 1, cuetype, Mask_A1, RZ, 311, ReactionType, hit
Block, 1, trialnr, 9, trialtype, 4, cuetype, Mask_B2_1, RZ, 341, ReactionType, hit
Block, 1, trialnr, 10, trialtype, 1, cuetype, Mask_A3, RZ, 242, ReactionType, hit
Block, 1, trialnr, 11, trialtype, 2, cuetype, Mask_B3_1, RZ, 272, ReactionType, hit
Block, 1, trialnr, 12, trialtype, 1, cuetype, Mask_A1, RZ, 331, ReactionType, hit
Block, 1, trialnr, 13, trialtype, 1, cuetype, Mask_A1, RZ, 434, ReactionType, hit
Block, 1, trialnr, 14, trialtype, 3, cuetype, Mask_A1, RZ, 437, ReactionType, hit
Block, 1, trialnr, 15, trialtype, 1, cuetype, Mask_A5, RZ, 327, ReactionType, hit
Block, 1, trialnr, 16, trialtype, 1, cuetype, Mask_A1, RZ, 299, ReactionType, hit
Block, 1, trialnr, 17, trialtype, 4, cuetype, Mask_B3, RZ, 258, ReactionType, hit
Block, 1, trialnr, 18, trialtype, 1, cuetype, Mask_A1, RZ, 276, ReactionType, hit
Block, 1, trialnr, 19, trialtype, 1, cuetype, Mask_A3, RZ, 273, ReactionType, hit
Block, 1, trialnr, 20, trialtype, 1, cuetype, Mask_A1, RZ, 540, ReactionType, hit
Block, 1, trialnr, 21, trialtype, 3, cuetype, Mask_A1, RZ, 439, ReactionType, hit
Block, 1, trialnr, 22, trialtype, 2, cuetype, Mask_B1_1, RZ, 376, ReactionType, hit
Block, 1, trialnr, 23, trialtype, 1, cuetype, Mask_A3, RZ, 285, ReactionType, hit
Block, 1, trialnr, 24, trialtype, 1, cuetype, Mask_A1, RZ, 332, ReactionType, hit
Block, 1, trialnr, 25, trialtype, 1, cuetype, Mask_A4, RZ, 373, ReactionType, incorrect
Block, 1, trialnr, 26, trialtype, 4, cuetype, Mask_B4, RZ, 525, ReactionType, incorrect
Block, 1, trialnr, 27, trialtype, 1, cuetype, Mask_A1, RZ, 374, ReactionType, hit
Block, 1, trialnr, 28, trialtype, 1, cuetype, Mask_A1, RZ, 390, ReactionType, hit
Block, 1, trialnr, 29, trialtype, 2, cuetype, Mask_B3_1, RZ, 310, ReactionType, hit
Block, 1, trialnr, 30, trialtype, 1, cuetype, Mask_A2, RZ, 332, ReactionType, hit
Block, 1, trialnr, 31, trialtype, 1, cuetype, Mask_A1, RZ, 329, ReactionType, hit
Block, 1, trialnr, 32, trialtype, 3, cuetype, Mask_A1, RZ, 413, ReactionType, hit
Block, 1, trialnr, 33, trialtype, 1, cuetype, Mask_A5, RZ, 286, ReactionType, hit
Block, 1, trialnr, 34, trialtype, 1, cuetype, Mask_A1, RZ, 311, ReactionType, incorrect
Block, 1, trialnr, 35, trialtype, 1, cuetype, Mask_A3, RZ, 315, ReactionType, hit
Block, 1, trialnr, 36, trialtype, 4, cuetype, Mask_B3, RZ, 295, ReactionType, hit
Block, 1, trialnr, 37, trialtype, 1, cuetype, Mask_A5, RZ, 274, ReactionType, hit
Block, 1, trialnr, 38, trialtype, 1, cuetype, Mask_A1, RZ, 353, ReactionType, hit
Block, 1, trialnr, 39, trialtype, 3, cuetype, Mask_A1, RZ, 367, ReactionType, hit
Block, 1, trialnr, 40, trialtype, 1, cuetype, Mask_A1, RZ, 408, ReactionType, hit
Block, 1, trialnr, 41, trialtype, 1, cuetype, Mask_A1, RZ, 346, ReactionType, hit
Block, 1, trialnr, 42, trialtype, 2, cuetype, Mask_B1, RZ, 256, ReactionType, hit
Block, 1, trialnr, 43, trialtype, 1, cuetype, Mask_A1, RZ, 477, ReactionType, hit
Block, 1, trialnr, 44, trialtype, 1, cuetype, Mask_A1, RZ, 304, ReactionType, hit
Block, 1, trialnr, 45, trialtype, 4, cuetype, Mask_B1, RZ, 0, ReactionType, miss
Block, 1, trialnr, 46, trialtype, 1, cuetype, Mask_A4, RZ, 297, ReactionType, hit
Block, 1, trialnr, 47, trialtype, 1, cuetype, Mask_A1, RZ, 367, ReactionType, hit
Block, 1, trialnr, 48, trialtype, 1, cuetype, Mask_A1, RZ, 305, ReactionType, hit
Block, 1, trialnr, 49, trialtype, 3, cuetype, Mask_A1, RZ, 437, ReactionType, hit
Block, 1, trialnr, 50, trialtype, 1, cuetype, Mask_A4, RZ, 257, ReactionType, hit
Block, 1, trialnr, 51, trialtype, 4, cuetype, Mask_B1, RZ, 379, ReactionType, hit
Block, 1, trialnr, 52, trialtype, 2, cuetype, Mask_B4, RZ, 217, ReactionType, hit
Block, 2, trialnr, 1, trialtype, 1, cuetype, Mask_A1, RZ, 259, ReactionType, hit
Block, 2, trialnr, 2, trialtype, 2, cuetype, Mask_B2_1, RZ, 283, ReactionType, hit
Block, 2, trialnr, 3, trialtype, 1, cuetype, Mask_A2, RZ, 234, ReactionType, hit
Block, 2, trialnr, 4, trialtype, 4, cuetype, Mask_B3, RZ, 399, ReactionType, hit
Block, 2, trialnr, 5, trialtype, 1, cuetype, Mask_A4, RZ, 351, ReactionType, hit
Block, 2, trialnr, 6, trialtype, 2, cuetype, Mask_B1, RZ, 282, ReactionType, hit
Block, 2, trialnr, 7, trialtype, 1, cuetype, Mask_A1, RZ, 321, ReactionType, miss
Block, 2, trialnr, 8, trialtype, 1, cuetype, Mask_A1, RZ, 372, ReactionType, hit
Block, 2, trialnr, 9, trialtype, 4, cuetype, Mask_B1_1, RZ, 324, ReactionType, hit
Block, 2, trialnr, 10, trialtype, 1, cuetype, Mask_A4, RZ, 241, ReactionType, hit
Block, 2, trialnr, 11, trialtype, 2, cuetype, Mask_B1, RZ, 351, ReactionType, hit
Block, 2, trialnr, 12, trialtype, 1, cuetype, Mask_A2, RZ, 314, ReactionType, hit
Block, 2, trialnr, 13, trialtype, 1, cuetype, Mask_A1, RZ, 451, ReactionType, hit
Block, 2, trialnr, 14, trialtype, 3, cuetype, Mask_A1, RZ, 369, ReactionType, incorrect
Block, 2, trialnr, 15, trialtype, 1, cuetype, Mask_A1, RZ, 391, ReactionType, hit
Block, 2, trialnr, 16, trialtype, 1, cuetype, Mask_A2, RZ, 389, ReactionType, hit
Block, 2, trialnr, 17, trialtype, 4, cuetype, Mask_B3_1, RZ, 290, ReactionType, hit
Block, 2, trialnr, 18, trialtype, 1, cuetype, Mask_A3, RZ, 241, ReactionType, hit
Block, 2, trialnr, 19, trialtype, 1, cuetype, Mask_A4, RZ, 327, ReactionType, hit
Block, 2, trialnr, 20, trialtype, 1, cuetype, Mask_A1, RZ, 418, ReactionType, hit
Block, 2, trialnr, 21, trialtype, 3, cuetype, Mask_A1, RZ, 520, ReactionType, hit
Block, 2, trialnr, 22, trialtype, 2, cuetype, Mask_B4, RZ, 271, ReactionType, hit
Block, 2, trialnr, 23, trialtype, 1, cuetype, Mask_A1, RZ, 417, ReactionType, hit
Block, 2, trialnr, 24, trialtype, 1, cuetype, Mask_A1, RZ, 390, ReactionType, hit
Block, 2, trialnr, 25, trialtype, 1, cuetype, Mask_A1, RZ, 348, ReactionType, hit
Block, 2, trialnr, 26, trialtype, 4, cuetype, Mask_B3, RZ, 275, ReactionType, hit
Block, 2, trialnr, 27, trialtype, 1, cuetype, Mask_A1, RZ, 678, ReactionType, hit
Block, 2, trialnr, 28, trialtype, 1, cuetype, Mask_A1, RZ, 401, ReactionType, hit
Block, 2, trialnr, 29, trialtype, 2, cuetype, Mask_B3, RZ, 344, ReactionType, hit
Block, 2, trialnr, 30, trialtype, 1, cuetype, Mask_A5, RZ, 313, ReactionType, hit
Block, 2, trialnr, 31, trialtype, 1, cuetype, Mask_A1, RZ, 375, ReactionType, incorrect
Block, 2, trialnr, 32, trialtype, 3, cuetype, Mask_A1, RZ, 319, ReactionType, incorrect
Block, 2, trialnr, 33, trialtype, 1, cuetype, Mask_A1, RZ, 274, ReactionType, hit
Block, 2, trialnr, 34, trialtype, 1, cuetype, Mask_A5, RZ, 276, ReactionType, hit
Block, 2, trialnr, 35, trialtype, 1, cuetype, Mask_A2, RZ, 414, ReactionType, hit
Block, 2, trialnr, 36, trialtype, 3, cuetype, Mask_A5, RZ, 516, ReactionType, hit
Block, 2, trialnr, 37, trialtype, 1, cuetype, Mask_A1, RZ, 276, ReactionType, hit
Block, 2, trialnr, 38, trialtype, 1, cuetype, Mask_A1, RZ, 475, ReactionType, hit
Block, 2, trialnr, 39, trialtype, 2, cuetype, Mask_B3, RZ, 283, ReactionType, hit
Block, 2, trialnr, 40, trialtype, 1, cuetype, Mask_A1, RZ, 271, ReactionType, hit
Block, 2, trialnr, 41, trialtype, 1, cuetype, Mask_A5, RZ, 303, ReactionType, hit
Block, 2, trialnr, 42, trialtype, 1, cuetype, Mask_A1, RZ, 287, ReactionType, hit
Block, 2, trialnr, 43, trialtype, 3, cuetype, Mask_A3, RZ, 388, ReactionType, hit
Block, 2, trialnr, 44, trialtype, 1, cuetype, Mask_A5, RZ, 286, ReactionType, hit
Block, 2, trialnr, 45, trialtype, 4, cuetype, Mask_B4, RZ, 728, ReactionType, incorrect
Block, 2, trialnr, 46, trialtype, 1, cuetype, Mask_A2, RZ, 280, ReactionType, hit
Block, 2, trialnr, 47, trialtype, 1, cuetype, Mask_A1, RZ, 336, ReactionType, hit
Block, 2, trialnr, 48, trialtype, 3, cuetype, Mask_A1, RZ, 368, ReactionType, incorrect
Block, 2, trialnr, 49, trialtype, 1, cuetype, Mask_A2, RZ, 445, ReactionType, hit
Block, 2, trialnr, 50, trialtype, 4, cuetype, Mask_B4, RZ, 667, ReactionType, hit
Block, 2, trialnr, 51, trialtype, 1, cuetype, Mask_A1, RZ, 299, ReactionType, hit
Block, 2, trialnr, 52, trialtype, 1, cuetype, Mask_A1, RZ, 468, ReactionType, hit
Block, 3, trialnr, 1, trialtype, 4, cuetype, Mask_B3, RZ, 417, ReactionType, hit
Block, 3, trialnr, 2, trialtype, 1, cuetype, Mask_A1, RZ, 363, ReactionType, hit
Block, 3, trialnr, 3, trialtype, 3, cuetype, Mask_A1, RZ, 592, ReactionType, hit
Block, 3, trialnr, 4, trialtype, 1, cuetype, Mask_A1, RZ, 285, ReactionType, hit
Block, 3, trialnr, 5, trialtype, 1, cuetype, Mask_A1, RZ, 305, ReactionType, hit
Block, 3, trialnr, 6, trialtype, 2, cuetype, Mask_B2_1, RZ, 457, ReactionType, hit
Block, 3, trialnr, 7, trialtype, 1, cuetype, Mask_A1, RZ, 308, ReactionType, hit
Block, 3, trialnr, 8, trialtype, 1, cuetype, Mask_A4, RZ, 284, ReactionType, hit
Block, 3, trialnr, 9, trialtype, 1, cuetype, Mask_A1, RZ, 297, ReactionType, hit
Block, 3, trialnr, 10, trialtype, 1, cuetype, Mask_A1, RZ, 257, ReactionType, hit
Block, 3, trialnr, 11, trialtype, 2, cuetype, Mask_B4, RZ, 297, ReactionType, hit
Block, 3, trialnr, 12, trialtype, 1, cuetype, Mask_A3, RZ, 285, ReactionType, hit
