Block, 1, trialnr, 1, trialtype, 1, cuetype, Mask_A3, RZ, 299, ReactionType, hit
Block, 1, trialnr, 2, trialtype, 1, cuetype, Mask_A1, RZ, 271, ReactionType, hit
Block, 1, trialnr, 3, trialtype, 3, cuetype, Mask_A5, RZ, 466, ReactionType, hit
Block, 1, trialnr, 4, trialtype, 1, cuetype, Mask_A2, RZ, 259, ReactionType, hit
Block, 1, trialnr, 5, trialtype, 1, cuetype, Mask_A1, RZ, 354, ReactionType, hit
Block, 1, trialnr, 6, trialtype, 2, cuetype, Mask_B2_1, RZ, 417, ReactionType, hit
Block, 1, trialnr, 7, trialtype, 1, cuetype, Mask_A1, RZ, 293, ReactionType, hit
Block, 1, trialnr, 8, trialtype, 1, cuetype, Mask_A3, RZ, 302, ReactionType, hit
Block, 1, trialnr, 9, trialtype, 4, cuetype, Mask_B4_1, RZ, 411, ReactionType, hit
Block, 1, trialnr, 10, trialtype, 1, cuetype, Mask_A1, RZ, 289, ReactionType, hit
Block, 1, trialnr, 11, trialtype, 2, cuetype, Mask_B2_1, RZ, 327, ReactionType, hit
Block, 1, trialnr, 12, trialtype, 1, cuetype, Mask_A1, RZ, 293, ReactionType, hit
Block, 1, trialnr, 13, trialtype, 1, cuetype, Mask_A4, RZ, 431, ReactionType, hit
Block, 1, trialnr, 14, trialtype, 3, cuetype, Mask_A3, RZ, 372, ReactionType, hit
Block, 1, trialnr, 15, trialtype, 1, cuetype, Mask_A1, RZ, 303, ReactionType, hit
Block, 1, trialnr, 16, trialtype, 1, cuetype, Mask_A1, RZ, 269, ReactionType, hit
Block, 1, trialnr, 17, trialtype, 4, cuetype, Mask_B4_1, RZ, 306, ReactionType, hit
Block, 1, trialnr, 18, trialtype, 1, cuetype, Mask_A1, RZ, 325, ReactionType, hit
Block, 1, trialnr, 19, trialtype, 1, cuetype, Mask_A1, RZ, 271, ReactionType, hit
Block, 1, trialnr, 20, trialtype, 1, cuetype, Mask_A1, RZ, 290, ReactionType, hit
Block, 1, trialnr, 21, trialtype, 3, cuetype, Mask_A1, RZ, 274, ReactionType, incorrect
Block, 1, trialnr, 22, trialtype, 2, cuetype, Mask_B4, RZ, 302, ReactionType, hit
Block, 1, trialnr, 23, trialtype, 1, cuetype, Mask_A3, RZ, 353, ReactionType, hit
Block, 1, trialnr, 24, trialtype, 1, cuetype, Mask_A1, RZ, 303, ReactionType, hit
Block, 1, trialnr, 25, trialtype, 1, cuetype, Mask_A3, RZ, 376, ReactionType, hit
Block, 1, trialnr, 26, trialtype, 4, cuetype, Mask_B3_1, RZ, 463, ReactionType, hit
Block, 1, trialnr, 27, trialtype, 1, cuetype, Mask_A3, RZ, 297, ReactionType, hit
Block, 1, trialnr, 28, trialtype, 1, cuetype, Mask_A3, RZ, 338, ReactionType, hit
Block, 1, trialnr, 29, trialtype, 2, cuetype, Mask_B3, RZ, 304, ReactionType, hit
Block, 1, trialnr, 30, trialtype, 1, cuetype, Mask_A1, RZ, 312, ReactionType, hit
