Block, 1, trialnr, 1, trialtype, 1, cuetype, Mask_A3, RZ, 580, ReactionType, hit
Block, 1, trialnr, 2, trialtype, 1, cuetype, Mask_A1, RZ, 502, ReactionType, hit
Block, 1, trialnr, 3, trialtype, 3, cuetype, Mask_A5, RZ, 534, ReactionType, hit
Block, 1, trialnr, 4, trialtype, 1, cuetype, Mask_A1, RZ, 393, ReactionType, hit
Block, 1, trialnr, 5, trialtype, 1, cuetype, Mask_A3, RZ, 541, ReactionType, hit
Block, 1, trialnr, 6, trialtype, 2, cuetype, Mask_B2_1, RZ, 347, ReactionType, hit
Block, 1, trialnr, 7, trialtype, 1, cuetype, Mask_A1, RZ, 765, ReactionType, hit
Block, 1, trialnr, 8, trialtype, 1, cuetype, Mask_A1, RZ, 455, ReactionType, hit
Block, 1, trialnr, 9, trialtype, 4, cuetype, Mask_B2, RZ, 0, ReactionType, miss
Block, 1, trialnr, 10, trialtype, 1, cuetype, Mask_A1, RZ, 367, ReactionType, hit
Block, 1, trialnr, 11, trialtype, 2, cuetype, Mask_B1, RZ, 354, ReactionType, hit
Block, 1, trialnr, 12, trialtype, 1, cuetype, Mask_A4, RZ, 319, ReactionType, hit
Block, 1, trialnr, 13, trialtype, 1, cuetype, Mask_A1, RZ, 396, ReactionType, hit
Block, 1, trialnr, 14, trialtype, 3, cuetype, Mask_A2, RZ, 463, ReactionType, hit
Block, 1, trialnr, 15, trialtype, 1, cuetype, Mask_A3, RZ, 562, ReactionType, hit
Block, 1, trialnr, 16, trialtype, 1, cuetype, Mask_A4, RZ, 349, ReactionType, hit
Block, 1, trialnr, 17, trialtype, 4, cuetype, Mask_B3_1, RZ, 364, ReactionType, hit
Block, 1, trialnr, 18, trialtype, 1, cuetype, Mask_A1, RZ, 517, ReactionType, hit
Block, 1, trialnr, 19, trialtype, 1, cuetype, Mask_A1, RZ, 569, ReactionType, hit
Block, 1, trialnr, 20, trialtype, 1, cuetype, Mask_A4, RZ, 430, ReactionType, hit
Block, 1, trialnr, 21, trialtype, 3, cuetype, Mask_A1, RZ, 524, ReactionType, hit
Block, 1, trialnr, 22, trialtype, 2, cuetype, Mask_B4_1, RZ, 367, ReactionType, hit
Block, 1, trialnr, 23, trialtype, 1, cuetype, Mask_A1, RZ, 456, ReactionType, hit
Block, 1, trialnr, 24, trialtype, 1, cuetype, Mask_A4, RZ, 424, ReactionType, hit
Block, 1, trialnr, 25, trialtype, 1, cuetype, Mask_A1, RZ, 414, ReactionType, hit
Block, 1, trialnr, 26, trialtype, 4, cuetype, Mask_B3, RZ, 606, ReactionType, hit
Block, 1, trialnr, 27, trialtype, 1, cuetype, Mask_A1, RZ, 442, ReactionType, hit
Block, 1, trialnr, 28, trialtype, 1, cuetype, Mask_A1, RZ, 404, ReactionType, hit
Block, 1, trialnr, 29, trialtype, 2, cuetype, Mask_B3, RZ, 523, ReactionType, hit
Block, 1, trialnr, 30, trialtype, 1, cuetype, Mask_A4, RZ, 417, ReactionType, hit
Block, 1, trialnr, 31, trialtype, 1, cuetype, Mask_A1, RZ, 411, ReactionType, hit
Block, 1, trialnr, 32, trialtype, 3, cuetype, Mask_A1, RZ, 487, ReactionType, hit
Block, 1, trialnr, 33, trialtype, 1, cuetype, Mask_A1, RZ, 290, ReactionType, hit
Block, 1, trialnr, 34, trialtype, 1, cuetype, Mask_A5, RZ, 444, ReactionType, hit
Block, 1, trialnr, 35, trialtype, 1, cuetype, Mask_A1, RZ, 454, ReactionType, hit
Block, 1, trialnr, 36, trialtype, 4, cuetype, Mask_B4, RZ, 608, ReactionType, hit
Block, 1, trialnr, 37, trialtype, 1, cuetype, Mask_A1, RZ, 450, ReactionType, hit
Block, 1, trialnr, 38, trialtype, 1, cuetype, Mask_A1, RZ, 458, ReactionType, hit
Block, 1, trialnr, 39, trialtype, 3, cuetype, Mask_A5, RZ, 475, ReactionType, hit
Block, 1, trialnr, 40, trialtype, 1, cuetype, Mask_A1, RZ, 513, ReactionType, hit
Block, 1, trialnr, 41, trialtype, 1, cuetype, Mask_A2, RZ, 369, ReactionType, hit
Block, 1, trialnr, 42, trialtype, 2, cuetype, Mask_B3, RZ, 322, ReactionType, hit
Block, 1, trialnr, 43, trialtype, 1, cuetype, Mask_A1, RZ, 0, ReactionType, miss
Block, 1, trialnr, 44, trialtype, 1, cuetype, Mask_A4, RZ, 432, ReactionType, hit
Block, 1, trialnr, 45, trialtype, 4, cuetype, Mask_B3_1, RZ, 315, ReactionType, hit
Block, 1, trialnr, 46, trialtype, 1, cuetype, Mask_A4, RZ, 400, ReactionType, hit
Block, 1, trialnr, 47, trialtype, 1, cuetype, Mask_A4, RZ, 504, ReactionType, hit
Block, 1, trialnr, 48, trialtype, 1, cuetype, Mask_A1, RZ, 489, ReactionType, hit
Block, 1, trialnr, 49, trialtype, 3, cuetype, Mask_A3, RZ, 509, ReactionType, hit
Block, 1, trialnr, 50, trialtype, 1, cuetype, Mask_A3, RZ, 472, ReactionType, hit
Block, 1, trialnr, 51, trialtype, 4, cuetype, Mask_B1, RZ, 449, ReactionType, hit
Block, 1, trialnr, 52, trialtype, 2, cuetype, Mask_B3_1, RZ, 366, ReactionType, hit
Block, 2, trialnr, 1, trialtype, 1, cuetype, Mask_A5, RZ, 336, ReactionType, hit
Block, 2, trialnr, 2, trialtype, 2, cuetype, Mask_B3, RZ, 260, ReactionType, hit
Block, 2, trialnr, 3, trialtype, 1, cuetype, Mask_A4, RZ, 345, ReactionType, hit
Block, 2, trialnr, 4, trialtype, 4, cuetype, Mask_B1_1, RZ, 314, ReactionType, hit
Block, 2, trialnr, 5, trialtype, 1, cuetype, Mask_A5, RZ, 482, ReactionType, hit
Block, 2, trialnr, 6, trialtype, 2, cuetype, Mask_B2, RZ, 285, ReactionType, hit
Block, 2, trialnr, 7, trialtype, 1, cuetype, Mask_A3, RZ, 348, ReactionType, hit
Block, 2, trialnr, 8, trialtype, 1, cuetype, Mask_A1, RZ, 420, ReactionType, hit
Block, 2, trialnr, 9, trialtype, 4, cuetype, Mask_B3, RZ, 715, ReactionType, hit
Block, 2, trialnr, 10, trialtype, 1, cuetype, Mask_A1, RZ, 466, ReactionType, hit
Block, 2, trialnr, 11, trialtype, 2, cuetype, Mask_B2, RZ, 268, ReactionType, hit
Block, 2, trialnr, 12, trialtype, 1, cuetype, Mask_A5, RZ, 559, ReactionType, hit
Block, 2, trialnr, 13, trialtype, 1, cuetype, Mask_A1, RZ, 404, ReactionType, hit
Block, 2, trialnr, 14, trialtype, 3, cuetype, Mask_A4, RZ, 679, ReactionType, hit
Block, 2, trialnr, 15, trialtype, 1, cuetype, Mask_A1, RZ, 443, ReactionType, hit
Block, 2, trialnr, 16, trialtype, 1, cuetype, Mask_A3, RZ, 349, ReactionType, miss
Block, 2, trialnr, 17, trialtype, 4, cuetype, Mask_B1_1, RZ, 364, ReactionType, miss
Block, 2, trialnr, 18, trialtype, 1, cuetype, Mask_A1, RZ, 288, ReactionType, hit
Block, 2, trialnr, 19, trialtype, 1, cuetype, Mask_A5, RZ, 446, ReactionType, hit
Block, 2, trialnr, 20, trialtype, 1, cuetype, Mask_A2, RZ, 328, ReactionType, hit
Block, 2, trialnr, 21, trialtype, 3, cuetype, Mask_A1, RZ, 559, ReactionType, hit
Block, 2, trialnr, 22, trialtype, 2, cuetype, Mask_B3, RZ, 394, ReactionType, hit
Block, 2, trialnr, 23, trialtype, 1, cuetype, Mask_A3, RZ, 370, ReactionType, hit
Block, 2, trialnr, 24, trialtype, 1, cuetype, Mask_A1, RZ, 443, ReactionType, hit
Block, 2, trialnr, 25, trialtype, 1, cuetype, Mask_A5, RZ, 472, ReactionType, hit
Block, 2, trialnr, 26, trialtype, 4, cuetype, Mask_B2, RZ, 611, ReactionType, hit
Block, 2, trialnr, 27, trialtype, 1, cuetype, Mask_A1, RZ, 457, ReactionType, hit
Block, 2, trialnr, 28, trialtype, 1, cuetype, Mask_A1, RZ, 450, ReactionType, hit
Block, 2, trialnr, 29, trialtype, 2, cuetype, Mask_B3, RZ, 542, ReactionType, hit
Block, 2, trialnr, 30, trialtype, 1, cuetype, Mask_A1, RZ, 571, ReactionType, hit
Block, 2, trialnr, 31, trialtype, 1, cuetype, Mask_A5, RZ, 411, ReactionType, miss
Block, 2, trialnr, 32, trialtype, 3, cuetype, Mask_A5, RZ, 479, ReactionType, hit
Block, 2, trialnr, 33, trialtype, 1, cuetype, Mask_A1, RZ, 361, ReactionType, hit
Block, 2, trialnr, 34, trialtype, 1, cuetype, Mask_A4, RZ, 531, ReactionType, hit
Block, 2, trialnr, 35, trialtype, 1, cuetype, Mask_A3, RZ, 464, ReactionType, hit
Block, 2, trialnr, 36, trialtype, 3, cuetype, Mask_A5, RZ, 510, ReactionType, hit
Block, 2, trialnr, 37, trialtype, 1, cuetype, Mask_A1, RZ, 672, ReactionType, hit
Block, 2, trialnr, 38, trialtype, 1, cuetype, Mask_A1, RZ, 395, ReactionType, hit
Block, 2, trialnr, 39, trialtype, 2, cuetype, Mask_B2, RZ, 397, ReactionType, incorrect
Block, 2, trialnr, 40, trialtype, 1, cuetype, Mask_A1, RZ, 739, ReactionType, hit
Block, 2, trialnr, 41, trialtype, 1, cuetype, Mask_A1, RZ, 292, ReactionType, hit
Block, 2, trialnr, 42, trialtype, 1, cuetype, Mask_A1, RZ, 285, ReactionType, hit
Block, 2, trialnr, 43, trialtype, 3, cuetype, Mask_A1, RZ, 0, ReactionType, miss
Block, 2, trialnr, 44, trialtype, 1, cuetype, Mask_A1, RZ, 414, ReactionType, hit
Block, 2, trialnr, 45, trialtype, 4, cuetype, Mask_B1, RZ, 550, ReactionType, hit
Block, 2, trialnr, 46, trialtype, 1, cuetype, Mask_A5, RZ, 334, ReactionType, hit
Block, 2, trialnr, 47, trialtype, 1, cuetype, Mask_A1, RZ, 518, ReactionType, hit
Block, 2, trialnr, 48, trialtype, 3, cuetype, Mask_A1, RZ, 503, ReactionType, incorrect
Block, 2, trialnr, 49, trialtype, 1, cuetype, Mask_A2, RZ, 655, ReactionType, hit
Block, 2, trialnr, 50, trialtype, 4, cuetype, Mask_B3_1, RZ, 586, ReactionType, hit
Block, 2, trialnr, 51, trialtype, 1, cuetype, Mask_A1, RZ, 315, ReactionType, hit
Block, 2, trialnr, 52, trialtype, 1, cuetype, Mask_A1, RZ, 507, ReactionType, hit
Block, 3, trialnr, 1, trialtype, 4, cuetype, Mask_B1, RZ, 376, ReactionType, hit
Block, 3, trialnr, 2, trialtype, 1, cuetype, Mask_A1, RZ, 320, ReactionType, hit
Block, 3, trialnr, 3, trialtype, 3, cuetype, Mask_A1, RZ, 660, ReactionType, hit
Block, 3, trialnr, 4, trialtype, 1, cuetype, Mask_A1, RZ, 357, ReactionType, hit
Block, 3, trialnr, 5, trialtype, 1, cuetype, Mask_A1, RZ, 444, ReactionType, hit
Block, 3, trialnr, 6, trialtype, 2, cuetype, Mask_B2, RZ, 422, ReactionType, hit
Block, 3, trialnr, 7, trialtype, 1, cuetype, Mask_A1, RZ, 259, ReactionType, hit
Block, 3, trialnr, 8, trialtype, 1, cuetype, Mask_A1, RZ, 428, ReactionType, hit
Block, 3, trialnr, 9, trialtype, 1, cuetype, Mask_A1, RZ, 782, ReactionType, incorrect
Block, 3, trialnr, 10, trialtype, 1, cuetype, Mask_A1, RZ, 594, ReactionType, hit
Block, 3, trialnr, 11, trialtype, 2, cuetype, Mask_B2, RZ, 460, ReactionType, hit
Block, 3, trialnr, 12, trialtype, 1, cuetype, Mask_A5, RZ, 591, ReactionType, hit
Block, 3, trialnr, 13, trialtype, 1, cuetype, Mask_A2, RZ, 404, ReactionType, miss
Block, 3, trialnr, 14, trialtype, 3, cuetype, Mask_A1, RZ, 597, ReactionType, incorrect
Block, 3, trialnr, 15, trialtype, 1, cuetype, Mask_A1, RZ, 462, ReactionType, hit
Block, 3, trialnr, 16, trialtype, 1, cuetype, Mask_A1, RZ, 326, ReactionType, hit
Block, 3, trialnr, 17, trialtype, 4, cuetype, Mask_B4_1, RZ, 355, ReactionType, hit
Block, 3, trialnr, 18, trialtype, 1, cuetype, Mask_A1, RZ, 339, ReactionType, hit
Block, 3, trialnr, 19, trialtype, 1, cuetype, Mask_A1, RZ, 494, ReactionType, hit
Block, 3, trialnr, 20, trialtype, 1, cuetype, Mask_A1, RZ, 566, ReactionType, hit
Block, 3, trialnr, 21, trialtype, 3, cuetype, Mask_A1, RZ, 503, ReactionType, hit
Block, 3, trialnr, 22, trialtype, 2, cuetype, Mask_B2, RZ, 456, ReactionType, incorrect
Block, 3, trialnr, 23, trialtype, 1, cuetype, Mask_A1, RZ, 419, ReactionType, hit
Block, 3, trialnr, 24, trialtype, 1, cuetype, Mask_A1, RZ, 485, ReactionType, hit
Block, 3, trialnr, 25, trialtype, 1, cuetype, Mask_A1, RZ, 431, ReactionType, hit
Block, 3, trialnr, 26, trialtype, 4, cuetype, Mask_B3, RZ, 575, ReactionType, hit
Block, 3, trialnr, 27, trialtype, 1, cuetype, Mask_A3, RZ, 453, ReactionType, hit
Block, 3, trialnr, 28, trialtype, 1, cuetype, Mask_A1, RZ, 483, ReactionType, hit
Block, 3, trialnr, 29, trialtype, 2, cuetype, Mask_B4_1, RZ, 304, ReactionType, hit
Block, 3, trialnr, 30, trialtype, 1, cuetype, Mask_A1, RZ, 275, ReactionType, hit
Block, 3, trialnr, 31, trialtype, 1, cuetype, Mask_A4, RZ, 303, ReactionType, hit
Block, 3, trialnr, 32, trialtype, 3, cuetype, Mask_A2, RZ, 559, ReactionType, hit
Block, 3, trialnr, 33, trialtype, 1, cuetype, Mask_A1, RZ, 508, ReactionType, hit
Block, 3, trialnr, 34, trialtype, 2, cuetype, Mask_B3, RZ, 463, ReactionType, hit
