Block, 1, trialnr, 1, trialtype, 1, cuetype, Mask_A1, RZ, 334, ReactionType, hit
Block, 1, trialnr, 2, trialtype, 1, cuetype, Mask_A4, RZ, 573, ReactionType, hit
Block, 1, trialnr, 3, trialtype, 3, cuetype, Mask_A4, RZ, 484, ReactionType, hit
Block, 1, trialnr, 4, trialtype, 1, cuetype, Mask_A4, RZ, 331, ReactionType, hit
Block, 1, trialnr, 5, trialtype, 1, cuetype, Mask_A2, RZ, 728, ReactionType, hit
Block, 1, trialnr, 6, trialtype, 2, cuetype, Mask_B3_1, RZ, 598, ReactionType, hit
Block, 1, trialnr, 7, trialtype, 1, cuetype, Mask_A1, RZ, 467, ReactionType, hit
Block, 1, trialnr, 8, trialtype, 1, cuetype, Mask_A5, RZ, 645, ReactionType, hit
Block, 1, trialnr, 9, trialtype, 4, cuetype, Mask_B3, RZ, 649, ReactionType, hit
Block, 1, trialnr, 10, trialtype, 1, cuetype, Mask_A4, RZ, 496, ReactionType, hit
Block, 1, trialnr, 11, trialtype, 2, cuetype, Mask_B2_1, RZ, 648, ReactionType, hit
Block, 1, trialnr, 12, trialtype, 1, cuetype, Mask_A1, RZ, 468, ReactionType, hit
Block, 1, trialnr, 13, trialtype, 1, cuetype, Mask_A2, RZ, 567, ReactionType, hit
Block, 1, trialnr, 14, trialtype, 3, cuetype, Mask_A1, RZ, 647, ReactionType, hit
Block, 1, trialnr, 15, trialtype, 1, cuetype, Mask_A1, RZ, 518, ReactionType, hit
Block, 1, trialnr, 16, trialtype, 1, cuetype, Mask_A3, RZ, 438, ReactionType, hit
Block, 1, trialnr, 17, trialtype, 4, cuetype, Mask_B1_1, RZ, 492, ReactionType, hit
Block, 1, trialnr, 18, trialtype, 1, cuetype, Mask_A1, RZ, 509, ReactionType, hit
Block, 1, trialnr, 19, trialtype, 1, cuetype, Mask_A1, RZ, 486, ReactionType, hit
Block, 1, trialnr, 20, trialtype, 1, cuetype, Mask_A5, RZ, 525, ReactionType, hit
Block, 1, trialnr, 21, trialtype, 3, cuetype, Mask_A1, RZ, 444, ReactionType, hit
Block, 1, trialnr, 22, trialtype, 2, cuetype, Mask_B2_1, RZ, 431, ReactionType, hit
Block, 1, trialnr, 23, trialtype, 1, cuetype, Mask_A1, RZ, 611, ReactionType, hit
Block, 1, trialnr, 24, trialtype, 1, cuetype, Mask_A1, RZ, 434, ReactionType, hit
Block, 1, trialnr, 25, trialtype, 1, cuetype, Mask_A2, RZ, 483, ReactionType, hit
Block, 1, trialnr, 26, trialtype, 4, cuetype, Mask_B3_1, RZ, 356, ReactionType, hit
Block, 1, trialnr, 27, trialtype, 1, cuetype, Mask_A1, RZ, 388, ReactionType, hit
Block, 1, trialnr, 28, trialtype, 1, cuetype, Mask_A1, RZ, 427, ReactionType, hit
Block, 1, trialnr, 29, trialtype, 2, cuetype, Mask_B2, RZ, 492, ReactionType, hit
Block, 1, trialnr, 30, trialtype, 1, cuetype, Mask_A1, RZ, 603, ReactionType, hit
Block, 1, trialnr, 31, trialtype, 1, cuetype, Mask_A5, RZ, 360, ReactionType, hit
Block, 1, trialnr, 32, trialtype, 3, cuetype, Mask_A1, RZ, 678, ReactionType, hit
Block, 1, trialnr, 33, trialtype, 1, cuetype, Mask_A1, RZ, 547, ReactionType, hit
Block, 1, trialnr, 34, trialtype, 1, cuetype, Mask_A3, RZ, 432, ReactionType, hit
Block, 1, trialnr, 35, trialtype, 1, cuetype, Mask_A1, RZ, 393, ReactionType, hit
Block, 1, trialnr, 36, trialtype, 4, cuetype, Mask_B4, RZ, 258, ReactionType, hit
Block, 1, trialnr, 37, trialtype, 1, cuetype, Mask_A4, RZ, 376, ReactionType, hit
Block, 1, trialnr, 38, trialtype, 1, cuetype, Mask_A1, RZ, 372, ReactionType, hit
Block, 1, trialnr, 39, trialtype, 3, cuetype, Mask_A5, RZ, 542, ReactionType, hit
Block, 1, trialnr, 40, trialtype, 1, cuetype, Mask_A1, RZ, 278, ReactionType, hit
Block, 1, trialnr, 41, trialtype, 1, cuetype, Mask_A1, RZ, 388, ReactionType, hit
Block, 1, trialnr, 42, trialtype, 2, cuetype, Mask_B4, RZ, 271, ReactionType, hit
Block, 1, trialnr, 43, trialtype, 1, cuetype, Mask_A1, RZ, 375, ReactionType, hit
Block, 1, trialnr, 44, trialtype, 1, cuetype, Mask_A5, RZ, 482, ReactionType, hit
Block, 1, trialnr, 45, trialtype, 4, cuetype, Mask_B4, RZ, 352, ReactionType, hit
Block, 1, trialnr, 46, trialtype, 1, cuetype, Mask_A2, RZ, 332, ReactionType, hit
Block, 1, trialnr, 47, trialtype, 1, cuetype, Mask_A4, RZ, 436, ReactionType, hit
Block, 1, trialnr, 48, trialtype, 1, cuetype, Mask_A1, RZ, 280, ReactionType, hit
Block, 1, trialnr, 49, trialtype, 3, cuetype, Mask_A1, RZ, 487, ReactionType, hit
Block, 1, trialnr, 50, trialtype, 1, cuetype, Mask_A1, RZ, 334, ReactionType, hit
Block, 1, trialnr, 51, trialtype, 4, cuetype, Mask_B1_1, RZ, 500, ReactionType, hit
Block, 1, trialnr, 52, trialtype, 2, cuetype, Mask_B1, RZ, 603, ReactionType, hit
Block, 2, trialnr, 1, trialtype, 1, cuetype, Mask_A3, RZ, 312, ReactionType, hit
Block, 2, trialnr, 2, trialtype, 2, cuetype, Mask_B2, RZ, 333, ReactionType, hit
Block, 2, trialnr, 3, trialtype, 1, cuetype, Mask_A1, RZ, 390, ReactionType, hit
Block, 2, trialnr, 4, trialtype, 4, cuetype, Mask_B4_1, RZ, 377, ReactionType, hit
Block, 2, trialnr, 5, trialtype, 1, cuetype, Mask_A1, RZ, 379, ReactionType, hit
Block, 2, trialnr, 6, trialtype, 2, cuetype, Mask_B1_1, RZ, 289, ReactionType, hit
Block, 2, trialnr, 7, trialtype, 1, cuetype, Mask_A1, RZ, 569, ReactionType, hit
Block, 2, trialnr, 8, trialtype, 1, cuetype, Mask_A1, RZ, 394, ReactionType, hit
Block, 2, trialnr, 9, trialtype, 4, cuetype, Mask_B1_1, RZ, 397, ReactionType, hit
Block, 2, trialnr, 10, trialtype, 1, cuetype, Mask_A1, RZ, 563, ReactionType, hit
Block, 2, trialnr, 11, trialtype, 2, cuetype, Mask_B3, RZ, 334, ReactionType, hit
Block, 2, trialnr, 12, trialtype, 1, cuetype, Mask_A1, RZ, 329, ReactionType, hit
Block, 2, trialnr, 13, trialtype, 1, cuetype, Mask_A1, RZ, 455, ReactionType, hit
Block, 2, trialnr, 14, trialtype, 3, cuetype, Mask_A5, RZ, 406, ReactionType, hit
Block, 2, trialnr, 15, trialtype, 1, cuetype, Mask_A5, RZ, 376, ReactionType, hit
Block, 2, trialnr, 16, trialtype, 1, cuetype, Mask_A1, RZ, 436, ReactionType, hit
Block, 2, trialnr, 17, trialtype, 4, cuetype, Mask_B2_1, RZ, 562, ReactionType, hit
Block, 2, trialnr, 18, trialtype, 1, cuetype, Mask_A1, RZ, 401, ReactionType, hit
Block, 2, trialnr, 19, trialtype, 1, cuetype, Mask_A2, RZ, 387, ReactionType, hit
Block, 2, trialnr, 20, trialtype, 1, cuetype, Mask_A1, RZ, 503, ReactionType, hit
Block, 2, trialnr, 21, trialtype, 3, cuetype, Mask_A4, RZ, 457, ReactionType, hit
Block, 2, trialnr, 22, trialtype, 2, cuetype, Mask_B1, RZ, 370, ReactionType, hit
Block, 2, trialnr, 23, trialtype, 1, cuetype, Mask_A4, RZ, 312, ReactionType, hit
Block, 2, trialnr, 24, trialtype, 1, cuetype, Mask_A1, RZ, 358, ReactionType, hit
Block, 2, trialnr, 25, trialtype, 1, cuetype, Mask_A4, RZ, 298, ReactionType, hit
Block, 2, trialnr, 26, trialtype, 4, cuetype, Mask_B2_1, RZ, 328, ReactionType, hit
Block, 2, trialnr, 27, trialtype, 1, cuetype, Mask_A5, RZ, 294, ReactionType, hit
Block, 2, trialnr, 28, trialtype, 1, cuetype, Mask_A1, RZ, 471, ReactionType, hit
Block, 2, trialnr, 29, trialtype, 2, cuetype, Mask_B4, RZ, 303, ReactionType, hit
Block, 2, trialnr, 30, trialtype, 1, cuetype, Mask_A1, RZ, 360, ReactionType, hit
Block, 2, trialnr, 31, trialtype, 1, cuetype, Mask_A1, RZ, 380, ReactionType, hit
Block, 2, trialnr, 32, trialtype, 3, cuetype, Mask_A1, RZ, 547, ReactionType, hit
Block, 2, trialnr, 33, trialtype, 1, cuetype, Mask_A5, RZ, 374, ReactionType, hit
