Block, 1, trialnr, 1, trialtype, 1, cuetype, Mask_A3, RZ, 339, ReactionType, hit
Block, 1, trialnr, 2, trialtype, 1, cuetype, Mask_A4, RZ, 286, ReactionType, hit
Block, 1, trialnr, 3, trialtype, 3, cuetype, Mask_A2, RZ, 0, ReactionType, miss
Block, 1, trialnr, 4, trialtype, 1, cuetype, Mask_A5, RZ, 391, ReactionType, hit
Block, 1, trialnr, 5, trialtype, 1, cuetype, Mask_A1, RZ, 459, ReactionType, hit
Block, 1, trialnr, 6, trialtype, 2, cuetype, Mask_B1_1, RZ, 245, ReactionType, hit
Block, 1, trialnr, 7, trialtype, 1, cuetype, Mask_A1, RZ, 390, ReactionType, hit
Block, 1, trialnr, 8, trialtype, 1, cuetype, Mask_A1, RZ, 392, ReactionType, hit
Block, 1, trialnr, 9, trialtype, 4, cuetype, Mask_B4, RZ, 271, ReactionType, hit
Block, 1, trialnr, 10, trialtype, 1, cuetype, Mask_A4, RZ, 344, ReactionType, hit
Block, 1, trialnr, 11, trialtype, 2, cuetype, Mask_B4_1, RZ, 216, ReactionType, hit
Block, 1, trialnr, 12, trialtype, 1, cuetype, Mask_A4, RZ, 280, ReactionType, hit
Block, 1, trialnr, 13, trialtype, 1, cuetype, Mask_A4, RZ, 363, ReactionType, incorrect
Block, 1, trialnr, 14, trialtype, 3, cuetype, Mask_A1, RZ, 437, ReactionType, hit
Block, 1, trialnr, 15, trialtype, 1, cuetype, Mask_A1, RZ, 367, ReactionType, hit
Block, 1, trialnr, 16, trialtype, 1, cuetype, Mask_A2, RZ, 285, ReactionType, hit
Block, 1, trialnr, 17, trialtype, 4, cuetype, Mask_B2_1, RZ, 238, ReactionType, hit
Block, 1, trialnr, 18, trialtype, 1, cuetype, Mask_A1, RZ, 297, ReactionType, hit
Block, 1, trialnr, 19, trialtype, 1, cuetype, Mask_A3, RZ, 394, ReactionType, hit
Block, 1, trialnr, 20, trialtype, 1, cuetype, Mask_A5, RZ, 351, ReactionType, hit
Block, 1, trialnr, 21, trialtype, 3, cuetype, Mask_A5, RZ, 408, ReactionType, hit
Block, 1, trialnr, 22, trialtype, 2, cuetype, Mask_B1, RZ, 306, ReactionType, hit
Block, 1, trialnr, 23, trialtype, 1, cuetype, Mask_A5, RZ, 312, ReactionType, hit
Block, 1, trialnr, 24, trialtype, 1, cuetype, Mask_A3, RZ, 387, ReactionType, hit
Block, 1, trialnr, 25, trialtype, 1, cuetype, Mask_A1, RZ, 362, ReactionType, hit
Block, 1, trialnr, 26, trialtype, 4, cuetype, Mask_B1, RZ, 296, ReactionType, hit
Block, 1, trialnr, 27, trialtype, 1, cuetype, Mask_A3, RZ, 316, ReactionType, hit
Block, 1, trialnr, 28, trialtype, 1, cuetype, Mask_A1, RZ, 464, ReactionType, hit
Block, 1, trialnr, 29, trialtype, 2, cuetype, Mask_B2, RZ, 272, ReactionType, hit
Block, 1, trialnr, 30, trialtype, 1, cuetype, Mask_A5, RZ, 323, ReactionType, hit
Block, 1, trialnr, 31, trialtype, 1, cuetype, Mask_A1, RZ, 367, ReactionType, hit
Block, 1, trialnr, 32, trialtype, 3, cuetype, Mask_A5, RZ, 418, ReactionType, hit
Block, 1, trialnr, 33, trialtype, 1, cuetype, Mask_A1, RZ, 306, ReactionType, hit
Block, 1, trialnr, 34, trialtype, 1, cuetype, Mask_A1, RZ, 371, ReactionType, hit
Block, 1, trialnr, 35, trialtype, 1, cuetype, Mask_A1, RZ, 383, ReactionType, hit
Block, 1, trialnr, 36, trialtype, 4, cuetype, Mask_B3, RZ, 245, ReactionType, hit
Block, 1, trialnr, 37, trialtype, 1, cuetype, Mask_A1, RZ, 358, ReactionType, hit
Block, 1, trialnr, 38, trialtype, 1, cuetype, Mask_A3, RZ, 302, ReactionType, hit
Block, 1, trialnr, 39, trialtype, 3, cuetype, Mask_A3, RZ, 454, ReactionType, hit
Block, 1, trialnr, 40, trialtype, 1, cuetype, Mask_A1, RZ, 286, ReactionType, hit
Block, 1, trialnr, 41, trialtype, 1, cuetype, Mask_A1, RZ, 575, ReactionType, hit
Block, 1, trialnr, 42, trialtype, 2, cuetype, Mask_B4_1, RZ, 237, ReactionType, hit
Block, 1, trialnr, 43, trialtype, 1, cuetype, Mask_A1, RZ, 278, ReactionType, hit
Block, 1, trialnr, 44, trialtype, 1, cuetype, Mask_A3, RZ, 294, ReactionType, hit
Block, 1, trialnr, 45, trialtype, 4, cuetype, Mask_B2, RZ, 221, ReactionType, hit
Block, 1, trialnr, 46, trialtype, 1, cuetype, Mask_A4, RZ, 272, ReactionType, hit
Block, 1, trialnr, 47, trialtype, 1, cuetype, Mask_A1, RZ, 404, ReactionType, hit
Block, 1, trialnr, 48, trialtype, 1, cuetype, Mask_A1, RZ, 380, ReactionType, hit
Block, 1, trialnr, 49, trialtype, 3, cuetype, Mask_A1, RZ, 421, ReactionType, hit
Block, 1, trialnr, 50, trialtype, 1, cuetype, Mask_A3, RZ, 305, ReactionType, hit
Block, 1, trialnr, 51, trialtype, 4, cuetype, Mask_B1, RZ, 232, ReactionType, hit
Block, 1, trialnr, 52, trialtype, 2, cuetype, Mask_B2, RZ, 38, ReactionType, hit
Block, 2, trialnr, 1, trialtype, 1, cuetype, Mask_A1, RZ, 354, ReactionType, hit
Block, 2, trialnr, 2, trialtype, 2, cuetype, Mask_B1, RZ, 230, ReactionType, hit
Block, 2, trialnr, 3, trialtype, 1, cuetype, Mask_A2, RZ, 398, ReactionType, hit
Block, 2, trialnr, 4, trialtype, 4, cuetype, Mask_B1_1, RZ, 229, ReactionType, hit
Block, 2, trialnr, 5, trialtype, 1, cuetype, Mask_A1, RZ, 369, ReactionType, hit
Block, 2, trialnr, 6, trialtype, 2, cuetype, Mask_B1, RZ, 141, ReactionType, hit
Block, 2, trialnr, 7, trialtype, 1, cuetype, Mask_A4, RZ, 261, ReactionType, hit
Block, 2, trialnr, 8, trialtype, 1, cuetype, Mask_A1, RZ, 331, ReactionType, hit
Block, 2, trialnr, 9, trialtype, 4, cuetype, Mask_B3, RZ, 231, ReactionType, hit
Block, 2, trialnr, 10, trialtype, 1, cuetype, Mask_A2, RZ, 407, ReactionType, hit
Block, 2, trialnr, 11, trialtype, 2, cuetype, Mask_B4, RZ, 220, ReactionType, hit
Block, 2, trialnr, 12, trialtype, 1, cuetype, Mask_A1, RZ, 249, ReactionType, hit
Block, 2, trialnr, 13, trialtype, 1, cuetype, Mask_A1, RZ, 271, ReactionType, hit
Block, 2, trialnr, 14, trialtype, 3, cuetype, Mask_A1, RZ, 395, ReactionType, hit
Block, 2, trialnr, 15, trialtype, 1, cuetype, Mask_A1, RZ, 310, ReactionType, hit
Block, 2, trialnr, 16, trialtype, 1, cuetype, Mask_A1, RZ, 390, ReactionType, hit
Block, 2, trialnr, 17, trialtype, 4, cuetype, Mask_B2, RZ, 268, ReactionType, hit
Block, 2, trialnr, 18, trialtype, 1, cuetype, Mask_A1, RZ, 417, ReactionType, hit
Block, 2, trialnr, 19, trialtype, 1, cuetype, Mask_A1, RZ, 408, ReactionType, hit
Block, 2, trialnr, 20, trialtype, 1, cuetype, Mask_A1, RZ, 407, ReactionType, hit
Block, 2, trialnr, 21, trialtype, 3, cuetype, Mask_A1, RZ, 404, ReactionType, hit
Block, 2, trialnr, 22, trialtype, 2, cuetype, Mask_B1_1, RZ, 268, ReactionType, hit
Block, 2, trialnr, 23, trialtype, 1, cuetype, Mask_A1, RZ, 285, ReactionType, hit
Block, 2, trialnr, 24, trialtype, 1, cuetype, Mask_A1, RZ, 311, ReactionType, hit
Block, 2, trialnr, 25, trialtype, 1, cuetype, Mask_A4, RZ, 301, ReactionType, hit
Block, 2, trialnr, 26, trialtype, 4, cuetype, Mask_B4_1, RZ, 276, ReactionType, hit
Block, 2, trialnr, 27, trialtype, 1, cuetype, Mask_A1, RZ, 369, ReactionType, hit
Block, 2, trialnr, 28, trialtype, 1, cuetype, Mask_A3, RZ, 317, ReactionType, hit
Block, 2, trialnr, 29, trialtype, 2, cuetype, Mask_B4, RZ, 243, ReactionType, hit
Block, 2, trialnr, 30, trialtype, 1, cuetype, Mask_A4, RZ, 280, ReactionType, hit
Block, 2, trialnr, 31, trialtype, 1, cuetype, Mask_A1, RZ, 325, ReactionType, hit
Block, 2, trialnr, 32, trialtype, 3, cuetype, Mask_A1, RZ, 419, ReactionType, hit
Block, 2, trialnr, 33, trialtype, 1, cuetype, Mask_A5, RZ, 468, ReactionType, hit
Block, 2, trialnr, 34, trialtype, 1, cuetype, Mask_A3, RZ, 288, ReactionType, hit
Block, 2, trialnr, 35, trialtype, 1, cuetype, Mask_A1, RZ, 507, ReactionType, hit
Block, 2, trialnr, 36, trialtype, 3, cuetype, Mask_A1, RZ, 298, ReactionType, incorrect
Block, 2, trialnr, 37, trialtype, 1, cuetype, Mask_A1, RZ, 277, ReactionType, hit
Block, 2, trialnr, 38, trialtype, 1, cuetype, Mask_A5, RZ, 433, ReactionType, incorrect
Block, 2, trialnr, 39, trialtype, 2, cuetype, Mask_B2_1, RZ, 313, ReactionType, hit
Block, 2, trialnr, 40, trialtype, 1, cuetype, Mask_A1, RZ, 355, ReactionType, hit
Block, 2, trialnr, 41, trialtype, 1, cuetype, Mask_A2, RZ, 281, ReactionType, hit
Block, 2, trialnr, 42, trialtype, 1, cuetype, Mask_A1, RZ, 260, ReactionType, hit
Block, 2, trialnr, 43, trialtype, 3, cuetype, Mask_A1, RZ, 415, ReactionType, hit
Block, 2, trialnr, 44, trialtype, 1, cuetype, Mask_A5, RZ, 281, ReactionType, hit
Block, 2, trialnr, 45, trialtype, 4, cuetype, Mask_B2, RZ, 243, ReactionType, hit
Block, 2, trialnr, 46, trialtype, 1, cuetype, Mask_A3, RZ, 316, ReactionType, hit
Block, 2, trialnr, 47, trialtype, 1, cuetype, Mask_A4, RZ, 310, ReactionType, hit
Block, 2, trialnr, 48, trialtype, 3, cuetype, Mask_A1, RZ, 616, ReactionType, hit
Block, 2, trialnr, 49, trialtype, 1, cuetype, Mask_A1, RZ, 323, ReactionType, hit
Block, 2, trialnr, 50, trialtype, 4, cuetype, Mask_B3, RZ, 231, ReactionType, hit
Block, 2, trialnr, 51, trialtype, 1, cuetype, Mask_A1, RZ, 345, ReactionType, hit
Block, 2, trialnr, 52, trialtype, 1, cuetype, Mask_A5, RZ, 531, ReactionType, hit
Block, 3, trialnr, 1, trialtype, 4, cuetype, Mask_B4, RZ, 244, ReactionType, hit
Block, 3, trialnr, 2, trialtype, 1, cuetype, Mask_A1, RZ, 271, ReactionType, hit
Block, 3, trialnr, 3, trialtype, 3, cuetype, Mask_A4, RZ, 415, ReactionType, hit
Block, 3, trialnr, 4, trialtype, 1, cuetype, Mask_A2, RZ, 274, ReactionType, hit
Block, 3, trialnr, 5, trialtype, 1, cuetype, Mask_A4, RZ, 263, ReactionType, hit
Block, 3, trialnr, 6, trialtype, 2, cuetype, Mask_B2_1, RZ, 221, ReactionType, hit
Block, 3, trialnr, 7, trialtype, 1, cuetype, Mask_A1, RZ, 301, ReactionType, hit
Block, 3, trialnr, 8, trialtype, 1, cuetype, Mask_A1, RZ, 313, ReactionType, hit
Block, 3, trialnr, 9, trialtype, 1, cuetype, Mask_A5, RZ, 449, ReactionType, hit
Block, 3, trialnr, 10, trialtype, 1, cuetype, Mask_A4, RZ, 299, ReactionType, hit
Block, 3, trialnr, 11, trialtype, 2, cuetype, Mask_B1, RZ, 218, ReactionType, hit
Block, 3, trialnr, 12, trialtype, 1, cuetype, Mask_A1, RZ, 259, ReactionType, hit
Block, 3, trialnr, 13, trialtype, 1, cuetype, Mask_A5, RZ, 396, ReactionType, hit
Block, 3, trialnr, 14, trialtype, 3, cuetype, Mask_A1, RZ, 645, ReactionType, hit
Block, 3, trialnr, 15, trialtype, 1, cuetype, Mask_A1, RZ, 286, ReactionType, hit
Block, 3, trialnr, 16, trialtype, 1, cuetype, Mask_A2, RZ, 288, ReactionType, hit
Block, 3, trialnr, 17, trialtype, 4, cuetype, Mask_B3, RZ, 47, ReactionType, hit
Block, 3, trialnr, 18, trialtype, 1, cuetype, Mask_A1, RZ, 253, ReactionType, hit
Block, 3, trialnr, 19, trialtype, 1, cuetype, Mask_A5, RZ, 295, ReactionType, hit
Block, 3, trialnr, 20, trialtype, 1, cuetype, Mask_A1, RZ, 441, ReactionType, hit
Block, 3, trialnr, 21, trialtype, 3, cuetype, Mask_A1, RZ, 451, ReactionType, hit
Block, 3, trialnr, 22, trialtype, 2, cuetype, Mask_B3_1, RZ, 243, ReactionType, hit
Block, 3, trialnr, 23, trialtype, 1, cuetype, Mask_A5, RZ, 332, ReactionType, hit
Block, 3, trialnr, 24, trialtype, 1, cuetype, Mask_A5, RZ, 284, ReactionType, hit
Block, 3, trialnr, 25, trialtype, 1, cuetype, Mask_A5, RZ, 322, ReactionType, hit
Block, 3, trialnr, 26, trialtype, 4, cuetype, Mask_B2, RZ, 214, ReactionType, hit
Block, 3, trialnr, 27, trialtype, 1, cuetype, Mask_A1, RZ, 264, ReactionType, hit
Block, 3, trialnr, 28, trialtype, 1, cuetype, Mask_A1, RZ, 338, ReactionType, hit
Block, 3, trialnr, 29, trialtype, 2, cuetype, Mask_B4, RZ, 130, ReactionType, hit
Block, 3, trialnr, 30, trialtype, 1, cuetype, Mask_A2, RZ, 299, ReactionType, hit
Block, 3, trialnr, 31, trialtype, 1, cuetype, Mask_A1, RZ, 302, ReactionType, hit
Block, 3, trialnr, 32, trialtype, 3, cuetype, Mask_A3, RZ, 408, ReactionType, hit
Block, 3, trialnr, 33, trialtype, 1, cuetype, Mask_A1, RZ, 303, ReactionType, hit
Block, 3, trialnr, 34, trialtype, 2, cuetype, Mask_B1_1, RZ, 265, ReactionType, hit
Block, 3, trialnr, 35, trialtype, 1, cuetype, Mask_A3, RZ, 267, ReactionType, hit
Block, 3, trialnr, 36, trialtype, 4, cuetype, Mask_B1, RZ, 237, ReactionType, hit
Block, 3, trialnr, 37, trialtype, 1, cuetype, Mask_A1, RZ, 263, ReactionType, hit
Block, 3, trialnr, 38, trialtype, 1, cuetype, Mask_A1, RZ, 481, ReactionType, hit
Block, 3, trialnr, 39, trialtype, 3, cuetype, Mask_A4, RZ, 313, ReactionType, miss
Block, 3, trialnr, 40, trialtype, 1, cuetype, Mask_A1, RZ, 257, ReactionType, hit
Block, 3, trialnr, 41, trialtype, 1, cuetype, Mask_A5, RZ, 348, ReactionType, hit
Block, 3, trialnr, 42, trialtype, 1, cuetype, Mask_A1, RZ, 297, ReactionType, hit
Block, 3, trialnr, 43, trialtype, 4, cuetype, Mask_B4, RZ, 227, ReactionType, hit
Block, 3, trialnr, 44, trialtype, 1, cuetype, Mask_A1, RZ, 261, ReactionType, hit
Block, 3, trialnr, 45, trialtype, 1, cuetype, Mask_A1, RZ, 336, ReactionType, hit
Block, 3, trialnr, 46, trialtype, 2, cuetype, Mask_B3, RZ, 290, ReactionType, hit
Block, 3, trialnr, 47, trialtype, 1, cuetype, Mask_A5, RZ, 284, ReactionType, hit
Block, 3, trialnr, 48, trialtype, 3, cuetype, Mask_A5, RZ, 372, ReactionType, hit
Block, 3, trialnr, 49, trialtype, 1, cuetype, Mask_A4, RZ, 288, ReactionType, hit
Block, 3, trialnr, 50, trialtype, 1, cuetype, Mask_A1, RZ, 389, ReactionType, hit
Block, 3, trialnr, 51, trialtype, 4, cuetype, Mask_B2, RZ, 252, ReactionType, hit
Block, 3, trialnr, 52, trialtype, 1, cuetype, Mask_A1, RZ, 305, ReactionType, hit
Block, 4, trialnr, 1, trialtype, 1, cuetype, Mask_A2, RZ, 288, ReactionType, hit
Block, 4, trialnr, 2, trialtype, 1, cuetype, Mask_A2, RZ, 321, ReactionType, hit
Block, 4, trialnr, 3, trialtype, 3, cuetype, Mask_A3, RZ, 401, ReactionType, hit
Block, 4, trialnr, 4, trialtype, 1, cuetype, Mask_A1, RZ, 477, ReactionType, hit
Block, 4, trialnr, 5, trialtype, 4, cuetype, Mask_B3, RZ, 234, ReactionType, hit
